date,kp_avg,kp_max
2020-07-17,0.87,1.333
2020-07-18,0.75,1.333
2020-07-19,0.83,1.667
2020-07-20,0.67,1.0
2020-07-21,0.92,1.667
2020-07-22,0.58,1.333
2020-07-23,0.5,1.0
2020-07-24,2.5,3.667
2020-07-25,2.5,4.0
2020-07-26,0.54,1.0
2020-07-27,0.71,1.0
2020-07-28,0.83,2.0
2020-07-29,0.96,2.0
2020-07-30,0.71,1.667
2020-07-31,0.88,1.333
2020-08-01,0.58,1.0
2020-08-02,2.0,3.333
2020-08-03,3.04,3.333
2020-08-04,1.75,3.333
2020-08-05,1.25,2.333
2020-08-06,1.08,2.0
2020-08-07,0.71,1.667
2020-08-08,1.17,2.0
2020-08-09,0.37,0.667
2020-08-10,0.37,0.667
2020-08-11,0.37,1.0
2020-08-12,0.75,1.333
2020-08-13,0.79,1.667
2020-08-14,0.71,1.667
2020-08-15,0.33,1.0
2020-08-16,0.71,1.0
2020-08-17,0.58,1.0
2020-08-18,1.42,3.0
2020-08-19,1.04,2.667
2020-08-20,0.54,1.0
2020-08-21,0.71,1.667
2020-08-22,1.54,2.333
2020-08-23,1.88,2.667
2020-08-24,0.42,0.667
2020-08-25,0.62,1.0
2020-08-26,1.54,2.333
2020-08-27,1.67,3.333
2020-08-28,1.75,4.667
2020-08-29,2.62,3.333
2020-08-30,2.0,3.333
2020-08-31,3.75,4.667
2020-09-01,3.17,4.333
2020-09-02,2.25,2.667
2020-09-03,0.71,1.667
2020-09-04,1.71,2.667
2020-09-05,1.33,2.0
2020-09-06,1.0,2.0
2020-09-07,0.79,1.333
2020-09-08,0.75,1.333
2020-09-09,0.12,0.667
2020-09-10,0.29,1.0
2020-09-11,0.42,1.0
2020-09-12,1.17,2.0
2020-09-13,1.42,3.0
2020-09-14,2.29,3.333
2020-09-15,1.33,2.333
2020-09-16,0.58,1.0
2020-09-17,0.54,1.333
2020-09-18,0.83,1.667
2020-09-19,0.46,1.0
2020-09-20,0.75,2.333
2020-09-21,0.37,1.0
2020-09-22,1.29,2.667
2020-09-23,2.21,3.667
2020-09-24,2.96,5.667
2020-09-25,3.0,4.333
2020-09-26,3.63,4.667
2020-09-27,3.0,5.333
2020-09-28,4.25,5.0
2020-09-29,3.12,4.0
2020-09-30,2.96,4.0
2020-10-01,2.33,3.333
2020-10-02,1.96,2.667
2020-10-03,1.17,1.667
2020-10-04,0.83,1.667
2020-10-05,1.92,4.333
2020-10-06,1.25,3.667
2020-10-07,0.96,2.333
2020-10-08,0.42,0.667
2020-10-09,0.08,0.333
2020-10-10,0.17,0.667
2020-10-11,0.42,1.333
2020-10-12,0.54,1.333
2020-10-13,0.46,1.0
2020-10-14,0.0,0.0
2020-10-15,0.25,1.0
2020-10-16,0.83,1.333
2020-10-17,1.12,2.0
2020-10-18,0.42,1.0
2020-10-19,1.54,3.0
2020-10-20,0.88,2.333
2020-10-21,1.79,3.667
2020-10-22,1.08,3.333
2020-10-23,2.12,4.667
2020-10-24,3.08,4.0
2020-10-25,2.75,3.667
2020-10-26,2.88,3.667
2020-10-27,1.79,3.333
2020-10-28,2.29,3.333
2020-10-29,2.42,4.0
2020-10-30,1.08,2.0
2020-10-31,1.38,2.333
2020-11-01,1.79,3.0
2020-11-02,0.33,1.0
2020-11-03,0.42,1.667
2020-11-04,0.33,0.667
2020-11-05,0.67,1.667
2020-11-06,1.75,2.667
2020-11-07,1.58,3.0
2020-11-08,1.12,2.0
2020-11-09,0.0,0.0
2020-11-10,0.08,0.333
2020-11-11,0.75,2.0
2020-11-12,0.67,1.333
2020-11-13,0.62,1.0
2020-11-14,0.58,2.0
2020-11-15,0.62,2.0
2020-11-16,0.08,0.333
2020-11-17,0.33,1.0
2020-11-18,0.58,1.333
2020-11-19,0.42,1.333
2020-11-20,1.63,3.0
2020-11-21,2.17,3.333
2020-11-22,3.75,4.667
2020-11-23,1.92,2.667
2020-11-24,0.75,1.667
2020-11-25,1.58,2.667
2020-11-26,1.5,2.333
2020-11-27,1.58,2.667
2020-11-28,2.12,3.333
2020-11-29,0.87,2.0
2020-11-30,1.58,3.333
2020-12-01,0.29,1.0
2020-12-02,0.71,1.333
2020-12-03,0.46,1.667
2020-12-04,0.04,0.333
2020-12-05,0.92,2.667
2020-12-06,1.46,2.333
2020-12-07,0.29,0.667
2020-12-08,0.88,1.667
2020-12-09,1.62,3.0
2020-12-10,1.5,3.333
2020-12-11,1.5,2.667
2020-12-12,0.88,1.667
2020-12-13,1.04,3.0
2020-12-14,0.62,1.667
2020-12-15,0.46,1.333
2020-12-16,0.42,1.0
2020-12-17,0.17,0.667
2020-12-18,0.29,0.667
2020-12-19,1.21,2.0
2020-12-20,1.0,1.333
2020-12-21,2.46,4.333
2020-12-22,2.75,3.333
2020-12-23,2.33,4.333
2020-12-24,1.92,3.0
2020-12-25,1.04,2.333
2020-12-26,0.96,2.0
2020-12-27,1.38,2.0
2020-12-28,1.79,2.333
2020-12-29,1.46,2.667
2020-12-30,1.88,2.667
2020-12-31,0.62,1.333
2021-01-01,0.54,1.333
2021-01-02,0.08,0.333
2021-01-03,0.12,0.333
2021-01-04,0.33,0.667
2021-01-05,1.96,4.0
2021-01-06,2.25,3.667
2021-01-07,1.12,2.333
2021-01-08,0.25,0.333
2021-01-09,0.33,1.333
2021-01-10,0.58,1.0
2021-01-11,2.25,4.0
2021-01-12,1.88,3.667
2021-01-13,0.75,1.333
2021-01-14,0.17,0.333
2021-01-15,0.5,1.667
2021-01-16,0.71,1.0
2021-01-17,0.29,1.333
2021-01-18,0.75,2.0
2021-01-19,1.29,2.667
2021-01-20,1.33,2.333
2021-01-21,0.25,1.0
2021-01-22,0.5,1.0
2021-01-23,0.83,2.0
2021-01-24,1.25,2.0
2021-01-25,2.75,4.667
2021-01-26,2.29,4.0
2021-01-27,2.29,3.333
2021-01-28,0.58,3.0
2021-01-29,0.5,1.0
2021-01-30,0.25,0.667
2021-01-31,0.17,0.667
2021-02-01,1.25,2.0
2021-02-02,2.83,4.0
2021-02-03,2.46,4.0
2021-02-04,1.67,3.0
2021-02-05,1.29,2.667
2021-02-06,1.37,3.333
2021-02-07,3.0,4.667
2021-02-08,1.38,3.0
2021-02-09,0.83,2.0
2021-02-10,0.46,1.0
2021-02-11,0.38,1.0
2021-02-12,1.12,2.667
2021-02-13,2.46,4.333
2021-02-14,0.92,2.0
2021-02-15,1.0,2.667
2021-02-16,2.38,4.0
2021-02-17,1.83,2.333
2021-02-18,0.96,2.0
2021-02-19,2.71,4.0
2021-02-20,3.5,4.333
2021-02-21,3.33,4.333
2021-02-22,3.17,4.0
2021-02-23,2.5,3.667
2021-02-24,3.29,4.333
2021-02-25,2.71,4.0
2021-02-26,2.25,3.0
2021-02-27,0.92,1.667
2021-02-28,1.21,2.667
2021-03-01,3.38,5.667
2021-03-02,3.12,5.0
2021-03-03,3.21,4.667
2021-03-04,2.0,3.667
2021-03-05,1.25,2.0
2021-03-06,2.83,4.333
2021-03-07,1.79,3.667
2021-03-08,1.08,3.0
2021-03-09,0.58,1.333
2021-03-10,0.29,1.333
2021-03-11,0.71,2.667
2021-03-12,2.54,3.333
2021-03-13,3.0,4.333
2021-03-14,3.58,5.0
2021-03-15,1.67,2.667
2021-03-16,0.5,1.0
2021-03-17,1.04,2.667
2021-03-18,1.12,2.0
2021-03-19,1.29,2.333
2021-03-20,3.75,5.667
2021-03-21,3.38,4.667
2021-03-22,1.71,2.667
2021-03-23,2.33,3.333
2021-03-24,2.12,3.333
2021-03-25,2.71,5.0
2021-03-26,2.21,3.333
2021-03-27,1.17,4.0
2021-03-28,1.08,3.333
2021-03-29,0.67,1.667
2021-03-30,0.71,2.0
2021-03-31,2.12,3.0
2021-04-01,1.71,3.0
2021-04-02,1.21,3.0
2021-04-03,0.88,1.333
2021-04-04,0.58,1.0
2021-04-05,0.92,2.333
2021-04-06,0.38,1.0
2021-04-07,2.83,4.333
2021-04-08,0.88,1.667
2021-04-09,0.58,2.0
2021-04-10,0.92,2.0
2021-04-11,1.46,2.333
2021-04-12,1.08,2.0
2021-04-13,1.21,2.0
2021-04-14,1.38,3.0
2021-04-15,2.29,4.667
2021-04-16,3.12,5.0
2021-04-17,4.0,4.667
2021-04-18,3.17,3.667
2021-04-19,3.21,3.667
2021-04-20,2.62,3.333
2021-04-21,1.54,2.333
2021-04-22,1.12,2.0
2021-04-23,2.54,4.333
2021-04-24,1.92,2.667
2021-04-25,3.0,5.0
2021-04-26,2.13,4.333
2021-04-27,1.37,3.0
2021-04-28,0.42,1.0
2021-04-29,1.04,1.333
2021-04-30,1.17,2.667
2021-05-01,1.17,2.0
2021-05-02,1.96,3.0
2021-05-03,1.21,2.0
2021-05-04,0.79,1.333
2021-05-05,0.25,0.667
2021-05-06,0.67,1.333
2021-05-07,0.54,1.0
2021-05-08,0.62,1.333
2021-05-09,0.58,1.333
2021-05-10,1.62,2.0
2021-05-11,0.54,1.667
2021-05-12,3.62,7.0
2021-05-13,1.62,2.0
2021-05-14,0.79,2.0
2021-05-15,1.58,3.333
2021-05-16,0.88,1.667
2021-05-17,1.38,2.0
2021-05-18,1.88,3.667
2021-05-19,1.21,2.333
2021-05-20,3.5,5.333
2021-05-21,1.42,2.333
2021-05-22,1.08,2.0
2021-05-23,0.75,1.333
2021-05-24,0.42,1.333
2021-05-25,0.54,1.333
2021-05-26,2.13,4.667
2021-05-27,2.71,4.333
2021-05-28,0.33,0.667
2021-05-29,1.29,2.333
2021-05-30,1.21,2.333
2021-05-31,0.42,0.667
2021-06-01,0.17,1.0
2021-06-02,1.04,2.667
2021-06-03,1.33,2.333
2021-06-04,1.0,1.333
2021-06-05,0.83,2.0
2021-06-06,0.83,2.0
2021-06-07,2.38,3.667
2021-06-08,1.17,2.0
2021-06-09,0.67,1.333
2021-06-10,1.0,2.0
2021-06-11,2.04,2.667
2021-06-12,2.12,3.667
2021-06-13,1.04,3.0
2021-06-14,0.83,1.667
2021-06-15,2.75,5.0
2021-06-16,2.71,4.0
2021-06-17,1.38,2.333
2021-06-18,1.62,2.333
2021-06-19,0.75,1.333
2021-06-20,0.83,2.667
2021-06-21,0.75,1.333
2021-06-22,1.42,2.333
2021-06-23,0.75,2.333
2021-06-24,1.04,2.333
2021-06-25,1.33,3.0
2021-06-26,0.71,1.333
2021-06-27,0.67,1.0
2021-06-28,0.62,1.0
2021-06-29,1.12,2.333
2021-06-30,2.5,4.0
2021-07-01,1.17,3.0
2021-07-02,1.12,1.667
2021-07-03,0.83,2.0
2021-07-04,0.54,1.333
2021-07-05,1.79,2.667
2021-07-06,1.62,2.667
2021-07-07,1.25,2.0
2021-07-08,0.88,1.667
2021-07-09,1.0,1.667
2021-07-10,1.37,2.667
2021-07-11,0.71,1.333
2021-07-12,1.54,2.667
2021-07-13,1.0,2.333
2021-07-14,2.38,4.333
2021-07-15,2.17,2.667
2021-07-16,0.83,1.667
2021-07-17,0.79,1.667
2021-07-18,0.83,2.0
2021-07-19,1.75,2.667
2021-07-20,2.25,3.333
2021-07-21,1.42,2.333
2021-07-22,1.79,3.333
2021-07-23,0.58,1.333
2021-07-24,0.67,1.333
2021-07-25,0.46,1.0
2021-07-26,0.71,1.0
2021-07-27,1.0,2.667
2021-07-28,2.63,3.667
2021-07-29,1.92,3.0
2021-07-30,1.54,2.333
2021-07-31,1.46,2.333
2021-08-01,0.75,1.333
2021-08-02,2.33,4.667
2021-08-03,1.96,3.667
2021-08-04,1.04,2.0
2021-08-05,0.29,1.0
2021-08-06,1.62,2.667
2021-08-07,2.38,2.667
2021-08-08,1.0,2.333
2021-08-09,0.88,1.667
2021-08-10,1.58,2.333
2021-08-11,1.21,2.333
2021-08-12,0.83,1.667
2021-08-13,1.21,2.333
2021-08-14,0.71,1.333
2021-08-15,2.04,3.333
2021-08-16,1.75,3.0
2021-08-17,1.17,2.333
2021-08-18,1.37,2.667
2021-08-19,0.87,1.333
2021-08-20,1.42,2.667
2021-08-21,0.75,1.333
2021-08-22,0.46,0.667
2021-08-23,0.37,1.0
2021-08-24,0.96,2.333
2021-08-25,1.79,3.333
2021-08-26,1.25,2.0
2021-08-27,3.25,4.333
2021-08-28,2.42,5.0
2021-08-29,1.71,3.667
2021-08-30,1.67,2.667
2021-08-31,1.46,2.667
2021-09-01,1.12,1.667
2021-09-02,0.79,1.333
2021-09-03,1.71,2.333
2021-09-04,1.13,2.0
2021-09-05,1.46,2.333
2021-09-06,1.46,2.667
2021-09-07,1.79,3.667
2021-09-08,2.67,4.0
2021-09-09,1.04,1.667
2021-09-10,1.71,3.333
2021-09-11,1.5,3.333
2021-09-12,1.42,2.0
2021-09-13,1.92,3.0
2021-09-14,1.38,2.333
2021-09-15,1.29,2.0
2021-09-16,0.67,1.333
2021-09-17,3.25,5.333
2021-09-18,1.79,3.333
2021-09-19,0.33,1.333
2021-09-20,0.58,1.333
2021-09-21,1.46,3.0
2021-09-22,2.29,4.0
2021-09-23,1.96,3.667
2021-09-24,1.67,3.333
2021-09-25,1.54,2.333
2021-09-26,0.21,0.667
2021-09-27,1.58,2.333
2021-09-28,2.21,3.0
2021-09-29,1.04,2.0
2021-09-30,1.5,4.0
2021-10-01,2.46,3.667
2021-10-02,1.38,4.0
2021-10-03,1.33,2.0
2021-10-04,1.04,2.667
2021-10-05,1.0,2.667
2021-10-06,1.96,3.0
2021-10-07,0.62,1.333
2021-10-08,0.75,2.0
2021-10-09,1.0,1.667
2021-10-10,2.04,4.667
2021-10-11,2.79,3.667
2021-10-12,4.71,6.333
2021-10-13,1.04,3.333
2021-10-14,1.75,2.333
2021-10-15,1.08,2.333
2021-10-16,1.21,3.0
2021-10-17,2.08,4.0
2021-10-18,2.08,3.333
2021-10-19,2.42,4.0
2021-10-20,1.38,2.333
2021-10-21,1.38,2.0
2021-10-22,0.67,1.667
2021-10-23,0.54,1.667
2021-10-24,0.83,1.667
2021-10-25,1.0,2.333
2021-10-26,1.04,2.333
2021-10-27,0.42,1.0
2021-10-28,0.21,1.333
2021-10-29,0.29,1.333
2021-10-30,1.92,3.667
2021-10-31,2.67,4.0
2021-11-01,1.88,3.333
2021-11-02,3.08,4.667
2021-11-03,2.21,6.333
2021-11-04,4.96,7.667
2021-11-05,2.33,3.667
2021-11-06,3.08,4.0
2021-11-07,0.83,4.0
2021-11-08,1.0,3.0
2021-11-09,1.46,2.667
2021-11-10,1.42,3.0
2021-11-11,0.83,2.0
2021-11-12,0.54,1.667
2021-11-13,0.25,0.667
2021-11-14,0.58,1.0
2021-11-15,1.42,4.0
2021-11-16,2.54,4.0
2021-11-17,2.54,3.333
2021-11-18,1.17,2.333
2021-11-19,1.12,1.667
2021-11-20,2.17,3.333
2021-11-21,2.67,3.333
2021-11-22,1.87,3.0
2021-11-23,2.12,3.0
2021-11-24,1.04,1.667
2021-11-25,1.04,2.333
2021-11-26,0.5,1.333
2021-11-27,0.75,3.0
2021-11-28,1.96,3.333
2021-11-29,1.58,3.667
2021-11-30,1.25,5.333
2021-12-01,3.21,4.0
2021-12-02,2.17,3.0
2021-12-03,1.79,3.333
2021-12-04,1.58,3.0
2021-12-05,1.75,3.0
2021-12-06,1.67,2.667
2021-12-07,0.83,2.333
2021-12-08,0.88,1.667
2021-12-09,0.29,0.667
2021-12-10,0.58,1.667
2021-12-11,0.87,3.333
2021-12-12,0.62,1.333
2021-12-13,0.92,2.667
2021-12-14,1.08,1.333
2021-12-15,2.08,3.333
2021-12-16,1.88,3.0
2021-12-17,0.58,1.667
2021-12-18,0.67,1.667
2021-12-19,1.96,5.0
2021-12-20,2.79,3.667
2021-12-21,2.0,3.667
2021-12-22,2.33,3.0
2021-12-23,0.83,2.333
2021-12-24,1.17,2.333
2021-12-25,1.63,2.667
2021-12-26,0.62,1.667
2021-12-27,2.12,4.0
2021-12-28,1.79,2.667
2021-12-29,1.46,2.333
2021-12-30,1.83,3.0
2021-12-31,0.83,2.0
2022-01-01,2.42,4.0
2022-01-02,2.04,3.333
2022-01-03,2.42,4.0
2022-01-04,1.08,3.0
2022-01-05,0.62,2.333
2022-01-06,0.04,0.333
2022-01-07,0.0,0.0
2022-01-08,1.71,5.0
2022-01-09,2.0,3.0
2022-01-10,1.5,2.333
2022-01-11,0.96,2.0
2022-01-12,0.67,1.333
2022-01-13,0.5,1.0
2022-01-14,1.96,5.667
2022-01-15,3.29,4.667
2022-01-16,3.04,4.333
2022-01-17,2.08,3.0
2022-01-18,3.04,5.0
2022-01-19,3.33,5.333
2022-01-20,0.79,3.333
2022-01-21,1.62,3.333
2022-01-22,2.21,3.0
2022-01-23,1.58,3.0
2022-01-24,0.79,2.0
2022-01-25,2.83,3.333
2022-01-26,2.33,3.0
2022-01-27,1.5,3.0
2022-01-28,1.63,3.667
2022-01-29,2.5,4.0
2022-01-30,2.38,3.0
2022-01-31,2.17,3.0
2022-02-01,1.29,3.333
2022-02-02,2.0,4.0
2022-02-03,3.67,5.333
2022-02-04,4.21,5.333
2022-02-05,2.5,3.0
2022-02-06,2.79,3.667
2022-02-07,1.62,2.333
2022-02-08,1.04,2.0
2022-02-09,0.37,2.0
2022-02-10,3.25,5.0
2022-02-11,3.17,4.333
2022-02-12,2.75,3.333
2022-02-13,2.92,3.667
2022-02-14,1.71,2.667
2022-02-15,0.92,2.0
2022-02-16,2.08,3.0
2022-02-17,1.12,2.333
2022-02-18,1.33,2.667
2022-02-19,2.0,2.667
2022-02-20,2.42,4.667
2022-02-21,2.25,4.0
2022-02-22,2.67,4.667
2022-02-23,1.58,2.333
2022-02-24,1.25,3.0
2022-02-25,1.79,3.333
2022-02-26,0.12,0.667
2022-02-27,2.33,3.667
2022-02-28,1.79,2.333
2022-03-01,2.04,2.333
2022-03-02,0.79,1.667
2022-03-03,1.04,2.333
2022-03-04,2.33,3.333
2022-03-05,3.63,5.333
2022-03-06,2.96,4.667
2022-03-07,1.92,3.0
2022-03-08,1.25,2.667
2022-03-09,1.08,2.667
2022-03-10,1.83,3.667
2022-03-11,3.37,4.333
2022-03-12,2.0,4.667
2022-03-13,3.67,6.333
2022-03-14,2.13,5.667
2022-03-15,1.42,3.0
2022-03-16,1.38,2.333
2022-03-17,1.21,2.0
2022-03-18,0.54,2.0
2022-03-19,1.12,2.0
2022-03-20,1.79,3.333
2022-03-21,0.71,2.0
2022-03-22,1.92,3.333
2022-03-23,1.5,2.0
2022-03-24,2.25,3.333
2022-03-25,1.88,3.0
2022-03-26,1.46,3.0
2022-03-27,2.88,4.0
2022-03-28,1.67,4.0
2022-03-29,1.88,2.667
2022-03-30,1.33,3.333
2022-03-31,3.79,4.667
2022-04-01,2.92,4.0
2022-04-02,3.25,4.667
2022-04-03,1.79,3.0
2022-04-04,2.29,3.667
2022-04-05,1.5,2.0
2022-04-06,1.42,2.667
2022-04-07,2.42,3.667
2022-04-08,1.75,3.333
2022-04-09,3.0,3.667
2022-04-10,3.38,6.667
2022-04-11,2.29,3.667
2022-04-12,2.21,3.667
2022-04-13,1.71,3.333
2022-04-14,4.46,6.0
2022-04-15,3.54,5.0
2022-04-16,1.79,2.667
2022-04-17,2.33,3.0
2022-04-18,2.04,3.333
2022-04-19,1.5,3.0
2022-04-20,1.83,3.333
2022-04-21,2.17,3.0
2022-04-22,1.58,2.333
2022-04-23,2.46,3.333
2022-04-24,1.21,2.0
2022-04-25,0.92,1.667
2022-04-26,0.46,1.0
2022-04-27,2.67,5.0
2022-04-28,2.83,3.667
2022-04-29,2.58,3.667
2022-04-30,2.79,4.333
2022-05-01,1.96,3.0
2022-05-02,1.04,2.667
2022-05-03,1.5,2.333
2022-05-04,1.46,2.0
2022-05-05,0.79,1.333
2022-05-06,0.83,1.667
2022-05-07,0.29,1.0
2022-05-08,1.42,2.0
2022-05-09,1.54,3.0
2022-05-10,0.54,1.333
2022-05-11,1.29,2.0
2022-05-12,1.83,2.667
2022-05-13,1.58,2.667
2022-05-14,1.58,2.667
2022-05-15,2.17,3.333
2022-05-16,2.08,3.0
2022-05-17,2.33,3.333
2022-05-18,1.38,3.0
2022-05-19,2.12,2.667
2022-05-20,2.38,3.667
2022-05-21,2.25,3.667
2022-05-22,2.21,3.667
2022-05-23,0.92,2.333
2022-05-24,0.75,1.667
2022-05-25,1.5,2.333
2022-05-26,0.92,1.333
2022-05-27,2.62,5.0
2022-05-28,3.04,5.0
2022-05-29,3.04,3.667
2022-05-30,1.96,3.0
2022-05-31,2.08,3.333
2022-06-01,1.21,2.0
2022-06-02,0.92,1.667
2022-06-03,0.83,1.333
2022-06-04,0.54,1.0
2022-06-05,0.88,1.667
2022-06-06,2.12,3.0
2022-06-07,1.71,2.333
2022-06-08,1.0,2.0
2022-06-09,1.12,1.333
2022-06-10,0.92,2.0
2022-06-11,1.75,3.0
2022-06-12,2.12,3.0
2022-06-13,2.58,4.667
2022-06-14,1.75,2.333
2022-06-15,2.96,4.333
2022-06-16,2.37,3.667
2022-06-17,2.71,3.333
2022-06-18,2.46,4.333
2022-06-19,2.17,3.333
2022-06-20,2.21,3.333
2022-06-21,1.75,2.667
2022-06-22,2.21,3.0
2022-06-23,2.25,3.0
2022-06-24,1.37,3.0
2022-06-25,2.67,4.667
2022-06-26,3.46,4.667
2022-06-27,1.88,4.0
2022-06-28,1.71,3.333
2022-06-29,1.17,1.667
2022-06-30,0.71,1.0
2022-07-01,1.21,3.333
2022-07-02,2.88,4.667
2022-07-03,1.62,3.0
2022-07-04,3.33,4.0
2022-07-05,0.54,1.0
2022-07-06,0.88,1.667
2022-07-07,2.75,5.333
2022-07-08,3.08,5.0
2022-07-09,1.33,2.667
2022-07-10,1.37,2.333
2022-07-11,2.04,4.0
2022-07-12,3.08,4.333
2022-07-13,0.96,1.667
2022-07-14,0.87,1.333
2022-07-15,1.75,2.667
2022-07-16,1.46,3.0
2022-07-17,0.83,1.667
2022-07-18,1.83,3.0
2022-07-19,3.92,4.667
2022-07-20,1.42,2.333
2022-07-21,2.88,5.333
2022-07-22,2.29,3.333
2022-07-23,2.71,5.333
2022-07-24,2.0,2.667
2022-07-25,1.17,2.333
2022-07-26,1.62,3.333
2022-07-27,2.17,2.667
2022-07-28,1.71,2.333
2022-07-29,0.83,1.667
2022-07-30,1.54,2.333
2022-07-31,2.29,4.0
2022-08-01,1.88,2.667
2022-08-02,2.17,2.333
2022-08-03,1.96,2.667
2022-08-04,1.5,2.0
2022-08-05,1.29,3.0
2022-08-06,0.58,1.0
2022-08-07,3.29,5.667
2022-08-08,3.83,5.0
2022-08-09,3.33,4.0
2022-08-10,2.54,3.667
2022-08-11,3.04,4.333
2022-08-12,1.5,2.667
2022-08-13,2.0,2.667
2022-08-14,1.25,2.667
2022-08-15,1.17,2.333
2022-08-16,0.88,1.667
2022-08-17,3.38,6.667
2022-08-18,3.79,5.0
2022-08-19,3.17,5.0
2022-08-20,2.21,4.0
2022-08-21,2.71,4.333
2022-08-22,1.5,3.0
2022-08-23,0.58,2.0
2022-08-24,0.5,1.0
2022-08-25,0.67,1.333
2022-08-26,0.79,1.333
2022-08-27,2.25,3.667
2022-08-28,1.67,3.0
2022-08-29,2.5,3.667
2022-08-30,2.62,4.0
2022-08-31,2.62,4.333
2022-09-01,1.96,3.333
2022-09-02,1.75,3.667
2022-09-03,3.54,5.0
2022-09-04,5.42,6.333
2022-09-05,4.5,5.0
2022-09-06,3.38,4.0
2022-09-07,2.67,3.667
2022-09-08,3.25,4.333
2022-09-09,2.42,3.667
2022-09-10,2.62,3.333
2022-09-11,1.92,3.333
2022-09-12,1.67,2.667
2022-09-13,0.54,1.333
2022-09-14,1.79,4.0
2022-09-15,1.25,3.667
2022-09-16,0.96,1.667
2022-09-17,1.0,2.0
2022-09-18,2.29,3.333
2022-09-19,2.29,3.667
2022-09-20,1.83,2.667
2022-09-21,1.08,2.0
2022-09-22,1.21,3.0
2022-09-23,2.46,3.333
2022-09-24,2.67,3.333
2022-09-25,1.33,1.667
2022-09-26,0.92,3.333
2022-09-27,3.33,5.333
2022-09-28,0.83,1.333
2022-09-29,1.54,2.667
2022-09-30,2.42,4.0
2022-10-01,0.46,1.333
2022-10-02,2.37,4.667
2022-10-03,3.46,5.667
2022-10-04,2.92,4.333
2022-10-05,2.75,3.333
2022-10-06,3.04,4.0
2022-10-07,2.63,4.0
2022-10-08,2.38,3.333
2022-10-09,3.71,4.333
2022-10-10,2.08,3.333
2022-10-11,1.42,3.0
2022-10-12,1.12,2.333
2022-10-13,0.83,1.333
2022-10-14,2.92,4.333
2022-10-15,2.79,4.667
2022-10-16,2.92,4.0
2022-10-17,0.83,3.0
2022-10-18,1.33,2.333
2022-10-19,0.88,1.333
2022-10-20,1.42,3.0
2022-10-21,0.92,1.333
2022-10-22,3.42,5.333
2022-10-23,2.67,4.333
2022-10-24,1.58,2.667
2022-10-25,0.75,2.0
2022-10-26,0.88,2.667
2022-10-27,2.25,3.0
2022-10-28,2.83,4.333
2022-10-29,3.75,4.667
2022-10-30,2.46,3.0
2022-10-31,2.46,3.333
2022-11-01,1.67,3.333
2022-11-02,2.75,4.0
2022-11-03,3.71,5.0
2022-11-04,2.88,3.667
2022-11-05,2.0,3.333
2022-11-06,0.54,0.667
2022-11-07,2.88,5.0
2022-11-08,2.38,3.333
2022-11-09,1.17,3.0
2022-11-10,0.04,0.333
2022-11-11,1.79,2.667
2022-11-12,1.08,2.333
2022-11-13,1.67,2.667
2022-11-14,0.75,1.667
2022-11-15,0.42,1.0
2022-11-16,0.46,1.333
2022-11-17,0.25,0.667
2022-11-18,1.42,3.0
2022-11-19,0.96,2.333
2022-11-20,1.21,2.667
2022-11-21,2.04,3.333
2022-11-22,0.46,1.0
2022-11-23,0.42,1.0
2022-11-24,1.33,2.333
2022-11-25,3.25,4.0
2022-11-26,2.96,3.667
2022-11-27,2.75,3.667
2022-11-28,3.21,5.333
2022-11-29,3.37,4.0
2022-11-30,3.58,5.333
2022-12-01,3.75,4.667
2022-12-02,3.0,3.333
2022-12-03,2.29,3.333
2022-12-04,2.79,4.333
2022-12-05,1.58,2.667
2022-12-06,0.75,1.667
2022-12-07,2.54,4.667
2022-12-08,1.96,4.0
2022-12-09,2.21,4.333
2022-12-10,1.92,3.0
2022-12-11,2.12,2.667
2022-12-12,1.29,2.667
2022-12-13,0.62,2.0
2022-12-14,1.0,2.0
2022-12-15,1.33,2.0
2022-12-16,1.0,2.667
2022-12-17,0.46,1.667
2022-12-18,0.79,2.0
2022-12-19,2.08,3.667
2022-12-20,1.17,2.333
2022-12-21,2.04,3.333
2022-12-22,2.08,3.667
2022-12-23,3.38,4.667
2022-12-24,3.58,4.333
2022-12-25,2.0,3.0
2022-12-26,3.17,5.667
2022-12-27,3.67,4.333
2022-12-28,1.13,2.333
2022-12-29,2.0,3.667
2022-12-30,4.04,4.667
2022-12-31,2.92,4.0
